topo,V,D,EPR,traffic,ave_phi,std_phi,ave_time[s],std_time[s],ave_PeakRAM[B],std_PeakRAM[B]
DDF,36,5,3,uniform,5.896842956542969,0.0,0.0693018913269043,0.00026075763807789724,193,0.0
DDF,36,5,3,shift-half,3.350782871246338,0.0,0.011731481552124024,5.790249339065612e-05,193,0.0
DDF,36,5,3,nearst-neighbour,9.907407760620117,0.0,0.0022094249725341797,2.8402348120589552e-05,193,0.0
DDF,36,5,3,shift-1,10.0,0.0,0.0023041725158691405,3.2816825639496217e-05,193,0.0
DDF,36,5,3,router-cluster,5.683055877685547,0.0,0.03670268058776856,0.0001929978443605732,193,0.0
DDF,36,5,3,random-permute,10.0,0.0,0.0022258758544921875,6.332403744556572e-05,193,0.0
DDF,114,8,4,uniform,5.6206560134887695,0.0,0.1599574565887451,0.0021205313488871836,193,0.0
DDF,114,8,4,shift-half,3.478248119354248,0.0,0.20422124862670898,0.0004086542783003956,193,0.0
DDF,114,8,4,nearst-neighbour,9.978070259094238,0.0,0.02681584358215332,7.560038480835931e-05,193,0.0
DDF,114,8,4,shift-1,10.0,0.0,0.027462577819824217,4.5577750861406675e-05,193,0.0
DDF,114,8,4,router-cluster,2.634040594100952,0.0,0.14039044380187987,0.0009111350185669292,193,0.0
DDF,114,8,4,random-permute,10.0,0.0,0.02688307762145996,8.20569418539463e-05,193,0.0
DDF,264,11,6,uniform,4.784061431884766,0.0,1.306197166442871,0.012207626791811964,193,0.0
DDF,264,11,6,shift-half,3.100736141204834,0.0,1.090126132965088,0.0055047272399290845,193,0.0
DDF,264,11,6,nearst-neighbour,9.99368667602539,0.0,0.2112821102142334,0.00330295917989973,193,0.0
DDF,264,11,6,shift-1,10.0,0.0,0.21306185722351073,0.0029975143709656655,193,0.0
DDF,264,11,6,router-cluster,1.915558099746704,0.0,1.0197445392608642,0.006809294834174585,193,0.0
DDF,264,11,6,random-permute,10.0,0.0,0.21138887405395507,0.0035653867017839407,193,0.0
Slimfly,18,5,3,uniform,8.338257789611816,0.0,0.008348369598388672,7.081124115672874e-05,193,0.0
Slimfly,18,5,3,shift-half,4.7407426834106445,0.0,0.0034533977508544923,6.169598437898949e-05,193,0.0
Slimfly,18,5,3,nearst-neighbour,9.814814567565918,0.0,0.0005925178527832031,4.6347553826758504e-05,193,0.0
Slimfly,18,5,3,shift-1,10.0,0.0,0.0006037712097167969,4.271041099881677e-05,193,0.0
Slimfly,18,5,3,router-cluster,8.082572937011719,0.0,0.0032797813415527343,6.028917155635609e-05,193,0.0
Slimfly,18,5,3,random-permute,10.0,0.0,0.0006052494049072265,3.900006196397294e-05,193,0.0
Slimfly,32,6,3,uniform,9.999987602233887,0.0,0.0014276981353759765,1.8252184113621512e-05,193,0.0
Slimfly,32,6,3,shift-half,5.765762805938721,0.0,0.007387876510620117,3.4371575406047415e-05,193,0.0
Slimfly,32,6,3,nearst-neighbour,9.895833015441895,0.0,0.0014299392700195313,2.0750362145920456e-05,193,0.0
Slimfly,32,6,3,shift-1,10.0,0.0,0.0014300823211669921,2.285550188259202e-05,193,0.0
Slimfly,32,6,3,router-cluster,10.0,0.0,0.0014287471771240235,2.2221327839714417e-05,193,0.0
Slimfly,32,6,3,random-permute,10.0,0.0,0.0014277458190917968,2.2877377701063505e-05,193,0.0
Slimfly,50,7,4,uniform,9.567314147949219,0.0,0.04546499252319336,5.81958702781939e-05,193,0.0
Slimfly,50,7,4,shift-half,4.705882549285889,0.0,0.017738199234008788,5.495059494328711e-05,193,0.0
Slimfly,50,7,4,nearst-neighbour,9.949999809265137,0.0,0.003437519073486328,4.5939368868599174e-05,193,0.0
Slimfly,50,7,4,shift-1,10.0,0.0,0.003915119171142578,3.277384035290342e-05,193,0.0
Slimfly,50,7,4,router-cluster,8.305085182189941,0.0,0.11502351760864257,0.00020466576294070836,193,0.0
Slimfly,50,7,4,random-permute,10.0,0.0,0.0033878803253173826,4.8549188785675676e-05,193,0.0
Slimfly,98,11,6,uniform,8.449883460998535,0.0,0.2293917179107666,0.00036078720925434275,193,0.0
Slimfly,98,11,6,shift-half,4.44444465637207,0.0,0.08651838302612305,0.0020653311485019114,193,0.0
Slimfly,98,11,6,nearst-neighbour,9.982993125915527,0.0,0.016684627532958983,8.088604611029958e-05,193,0.0
Slimfly,98,11,6,shift-1,10.0,0.0,0.016663599014282226,8.292895995705378e-05,193,0.0
Slimfly,98,11,6,router-cluster,7.771113872528076,0.0,0.12764358520507812,0.00031435840002226183,193,0.0
Slimfly,98,11,6,random-permute,10.0,0.0,0.016707754135131835,9.357277732086823e-05,193,0.0
Slimfly,128,12,6,uniform,9.548731803894043,0.0,0.78147873878479,0.0013495462234418452,193,0.0
Slimfly,128,12,6,shift-half,5.0793890953063965,0.0,0.14326858520507812,0.0008924673504268892,193,0.0
Slimfly,128,12,6,nearst-neighbour,9.986979484558105,0.0,0.030191469192504882,0.00017629844057872628,193,0.0
Slimfly,128,12,6,shift-1,10.0,0.0,0.030071496963500977,0.00018365010334882501,193,0.0
Slimfly,128,12,6,router-cluster,8.596343040466309,0.0,0.18417277336120605,0.0001976271865778577,193,0.0
Slimfly,128,12,6,random-permute,10.0,0.0,0.030115699768066405,0.0002202734530135775,193,0.0
Slimfly,162,13,7,uniform,9.248861312866211,0.0,1.7663710594177247,0.01045438629173408,193,0.0
Slimfly,162,13,7,shift-half,4.353797435760498,0.0,0.29763259887695315,0.0007471469702021519,193,0.0
Slimfly,162,13,7,nearst-neighbour,9.991181373596191,0.0,0.05725908279418945,0.0005527714832517624,193,0.0
