topo,V,D,EPR,traffic,ave_phi,std_phi,ave_time[s],std_time[s],ave_PeakRAM[B],std_PeakRAM[B]
RRG,91,10,5,uniform,9.261152208025113,0.0,180.8134745121002,4.392085620744514,88794268.8,10.73312629199899
RRG,91,10,5,shift-half,7.402855587500095,0.0,20.587325429916383,0.5717962623738673,88794268.8,10.73312629199899
RRG,91,10,5,nearst-neighbour,9.978021978021983,0.0,11.324389171600341,0.49055841292333224,88794268.8,10.73312629199899
RRG,91,10,5,shift-1,10.0,0.0,11.183834981918334,0.5322192458059369,88794268.8,10.73312629199899
RRG,91,10,5,router-cluster,9.481996111763538,0.0,36.70736284255982,0.29017578828165014,88794268.8,10.73312629199899
RRG,91,10,5,random-permute,10.0,0.0,11.024644231796264,0.3177295640988928,88794268.8,10.73312629199899
RRG,98,11,6,uniform,8.627362760817158,0.0,352.9148894309998,9.123426263320388,142074940.8,10.73312629199899
RRG,98,11,6,shift-half,6.138763261595541,0.0,18.750144386291502,0.405633331981023,142074940.8,10.73312629199899
RRG,98,11,6,nearst-neighbour,9.982993197278912,0.0,18.131168842315674,0.32702249994328686,142074940.8,10.73312629199899
RRG,98,11,6,shift-1,10.000000000000004,0.0,17.92302360534668,0.35451542287433846,142074940.8,10.73312629199899
RRG,98,11,6,router-cluster,8.823033092263875,0.0,58.82860126495361,1.1907413739813129,142074940.8,10.73312629199899
RRG,98,11,6,random-permute,10.0,0.0,17.657172107696532,0.5003583737663716,142074940.8,10.73312629199899
RRG,114,8,4,uniform,8.105700712589075,0.0,172.7791090488434,2.1859280398657503,45626724.8,10.73312629199899
RRG,114,8,4,shift-half,5.882129303030567,0.0,5.757604694366455,0.1809955014432639,45626724.8,10.73312629199899
RRG,114,8,4,nearst-neighbour,9.978070175438603,0.0,5.471085071563721,0.15422130707112638,45626724.8,10.73312629199899
RRG,114,8,4,shift-1,9.999999999999998,0.0,5.568780422210693,0.16143585456866333,45626724.8,10.73312629199899
RRG,114,8,4,router-cluster,8.23285714285714,0.0,16.29851279258728,0.17938336600305946,45626724.8,10.73312629199899
RRG,114,8,4,random-permute,10.0,0.0,5.469996213912964,0.17878745877435556,45626724.8,10.73312629199899
RRG,128,12,6,uniform,9.17395529640428,0.0,1423.357212305069,49.25738626374605,268597636.8,10.73312629199899
RRG,128,12,6,shift-half,6.701800667647533,0.0,37.33548545837402,0.6350601758252515,268597636.8,10.73312629199899
RRG,128,12,6,nearst-neighbour,9.986979166666668,0.0,34.79387402534485,0.6537602565775755,268597636.8,10.73312629199899
RRG,128,12,6,shift-1,10.0,0.0,34.501979780197146,0.5503434196821073,268597636.8,10.73312629199899
RRG,128,12,6,router-cluster,9.325936846349611,0.0,174.76561393737794,5.324852457940097,268597636.8,10.73312629199899
RRG,128,12,6,random-permute,10.0,0.0,33.953876209259036,0.8107343890881806,268597636.8,10.73312629199899
RRG,133,12,6,uniform,9.10098564461844,0.0,3193.5636897563936,59.66267775330361,279710132.8,10.73312629199899
RRG,133,12,6,shift-half,7.390667927022199,0.0,41.48705930709839,1.5299777621814967,279710132.8,10.73312629199899
RRG,133,12,6,nearst-neighbour,9.987468671679201,0.0,35.57255749702453,0.3999664874121997,279710132.8,10.73312629199899
RRG,133,12,6,shift-1,10.000000000000002,0.0,35.13383884429932,1.0132221175400464,279710132.8,10.73312629199899
RRG,133,12,6,router-cluster,9.33247068463378,0.0,217.20744209289552,4.843696807128148,279710132.8,10.73312629199899
RRG,133,12,6,random-permute,10.0,0.0,35.1788902759552,0.7656089791630662,279710132.8,10.73312629199899
RRG,162,13,7,uniform,8.355504041012418,0.0,13488.137776231766,124.23717579497365,476548668.8,10.73312629199899
RRG,162,13,7,shift-half,6.176026071682939,0.0,70.5517165184021,1.0413194811265318,476548668.8,10.73312629199899
RRG,162,13,7,nearst-neighbour,9.991181657848307,0.0,60.89938707351685,1.7364173673912209,476548668.8,10.73312629199899
RRG,162,13,7,shift-1,9.999999999999966,0.0,62.337454080581665,0.35892206848344327,476548668.8,10.73312629199899
RRG,162,13,7,router-cluster,8.537345578627413,0.0,593.603195142746,13.578669137091234,476548668.8,10.73312629199899
RRG,162,13,7,random-permute,10.0,0.0,61.77753133773804,0.42747474356472853,476548668.8,10.73312629199899
RRG,183,14,7,uniform,8.990316526384875,0.0,24442.067384958267,621.9101758537486,730929052.8,10.73312629199899
RRG,183,14,7,shift-half,7.250612623542193,0.0,361.11846976280214,2.9506106454373686,730929052.8,10.73312629199899
RRG,183,14,7,nearst-neighbour,9.99219359875098,0.0,95.17017107009887,3.9999165307394753,730929052.8,10.73312629199899
RRG,183,14,7,shift-1,10.0,0.0,94.5672508239746,4.841052723520173,730929052.8,10.73312629199899
RRG,183,14,7,router-cluster,9.15648505113119,0.0,1304.4621663570404,11.208705111158432,730929052.8,10.73312629199899
RRG,183,14,7,random-permute,10.0,0.0,94.4575334072113,2.5956520274930193,730929052.8,10.73312629199899
RRG,242,17,9,uniform,8.60333790580705,0.0,227938.70137238503,3000.7092750610127,2154412164.8,10.73312629199899
RRG,242,17,9,shift-half,5.555555555555599,0.0,392.4297955989838,11.747109692132627,2154412164.8,10.73312629199899
RRG,242,17,9,nearst-neighbour,9.995408631772293,0.0,301.29266834259033,9.107361817248899,2154412164.8,10.73312629199899
RRG,242,17,9,shift-1,10.0,0.0,304.2372555732727,11.024106957641965,2154412164.8,10.73312629199899
RRG,242,17,9,router-cluster,8.736074650812808,0.0,15421.388246393204,411.1335195484956,2154412164.8,10.73312629199899
RRG,242,17,9,random-permute,10.0,0.0,301.30936498641967,11.236195132530895,2154412164.8,10.73312629199899
RRG,264,11,6,uniform,7.119419572335993,0.0,11754.053292751312,183.72553417692424,399349828.8,10.73312629199899
RRG,264,11,6,shift-half,5.440714670633522,0.0,60.22313389778137,0.9164240351767928,399349828.8,10.73312629199899
RRG,264,11,6,nearst-neighbour,9.993686868686812,0.0,50.137861013412476,1.7133230175615208,399349828.8,10.73312629199899
RRG,264,11,6,shift-1,10.0,0.0,50.70994763374328,1.1586336958669732,399349828.8,10.73312629199899
RRG,264,11,6,router-cluster,7.1828975052600175,0.0,1640.7729617118835,6.6181129053444065,399349828.8,10.73312629199899
RRG,264,11,6,random-permute,10.0,0.0,51.373427391052246,2.326303734096758,399349828.8,10.73312629199899
