V,D,M_id,phi_ECMP_ASP,phi_IT,phi_IT_fast,phi_IT_fast_diff,time_IT,time_IT_fast,time_IT_fast_diff,attempts_IT,attempts_IT_fast,attempts_IT_fast_diff
36,5,52,0.5263468402294322,0.7258075475692749,0.7258075475692749,0.7258075475692749,0.0017436433333333334,0.009928634666666667,0.009909524333333334,2,2.0,0.0
36,5,53,0.3140967188893204,0.31409668922424316,0.31409668922424316,0.31409668922424316,0.0017415673333333334,0.009887817333333333,0.009759584000000002,0,0.0,0.0
36,5,54,0.6266247049817711,1.771343469619751,1.771343469619751,1.771343469619751,0.0020325070000000002,0.011133245,0.010074287333333334,14,362.0,27.0
36,5,55,1.0132339447811363,2.8251359462738037,2.6583340167999268,2.540045738220215,0.004358016333333333,0.012168364666666667,0.011657576333333334,129,624.0,545.0
36,5,56,1.4292611400382187,2.9227678775787354,2.5997743606567383,2.4722397327423096,0.005290283333333334,0.011941349000000002,0.011731081333333336,168,558.0,545.0
36,5,57,0.9271313213499183,2.155153274536133,1.688508152961731,1.9734668731689453,0.0023263313333333337,0.011771714666666669,0.011630997333333335,23,545.0,545.0
36,5,58,0.5145727490238937,1.1019721031188965,1.1019721031188965,1.1019721031188965,0.0019703586666666665,0.010136986666666667,0.009944773666666667,7,19.0,0.0
36,5,59,0.32761450096971506,0.32761454582214355,0.32761454582214355,0.32761454582214355,0.0018462,0.009870368,0.009875251333333333,0,0.0,0.0
36,5,60,0.5539492744608564,1.6230295896530151,1.6230295896530151,1.6230295896530151,0.0021873906666666667,0.010226598666666668,0.010037005333333335,17,63.0,1.0
36,5,61,0.6753860371619285,2.174628734588623,2.0814802646636963,1.9247795343399048,0.003932542333333334,0.011702810666666669,0.011585474666666666,111,545.0,545.0
36,5,62,0.6319890035425104,1.287041425704956,1.287041425704956,1.287041425704956,0.0021137073333333334,0.010194795333333334,0.010025084333333333,13,35.0,4.0
36,5,63,0.37976406867982454,0.37976405024528503,0.37976405024528503,0.37976405024528503,0.0017834973333333336,0.009905200000000001,0.009992523333333335,0,0.0,0.0
