V,D,M_id,phi_ECMP_ASP,phi_IT,phi_IT_fast,phi_IT_fast_diff,time_IT,time_IT_fast,time_IT_fast_diff,attempts_IT,attempts_IT_fast,attempts_IT_fast_diff
36,5,0,2.5324602641593916,8.233261108398438,7.123368263244629,7.123368263244629,0.00534744,0.015436671666666667,0.016178328333333335,237,1089.0,1089.0
36,5,1,1.5236242807358786,5.6840338706970215,4.671369552612305,4.581242084503174,0.015196819666666667,0.013198329333333335,0.012669648333333334,751,1015.0,792.0
36,5,2,1.4659004601706653,5.094846248626709,4.382490158081055,3.9914486408233643,0.016489896,0.013529212333333334,0.013271843666666666,807,1011.0,877.0
36,5,3,1.0686687741482264,4.970378398895264,4.473695755004883,4.136137008666992,0.028329344333333336,0.015241390333333334,0.013846560333333334,897,1387.0,944.0
36,5,4,1.1227135244130777,4.339627265930176,4.06707763671875,3.9303760528564453,0.036462407,0.017024277333333334,0.016508906000000004,1053,1589.0,1376.0
36,5,5,1.2446359268947358,3.8564419746398926,3.1212387084960938,3.002578020095825,0.012995604666666667,0.011682831666666666,0.011616455666666666,369,601.0,545.0
36,5,6,0.9298047366332368,3.4787254333496094,2.607743263244629,2.7209935188293457,0.01792262366666667,0.011207033666666666,0.011530247,504,545.0,545.0
36,5,7,1.072329628187939,3.335463047027588,3.043731451034546,3.115665912628174,0.009636925333333334,0.016254752666666667,0.017965743,354,1363.0,1607.0
36,5,8,1.0904874770420987,3.3870294094085693,3.116170644760132,2.9597325325012207,0.009809642333333334,0.019799029333333332,0.014146045333333334,388,2088.0,951.0
36,5,9,1.3850238623378368,3.508711814880371,3.2632596492767334,3.2292213439941406,0.01197391,0.02022937,0.018503172000000002,518,2091.0,1725.0
36,5,10,1.4064426940366788,3.5873899459838867,3.2124857902526855,3.3546361923217773,0.017006313333333335,0.016529814,0.014091180000000002,490,1378.0,883.0
36,5,11,1.0736366871274798,3.4453041553497314,2.7118313312530518,2.801506280899048,0.04244936166666667,0.011796051666666668,0.011844236333333334,823,545.0,545.0
36,5,12,1.039066636411769,3.3034250736236572,3.160635471343994,2.753096342086792,0.006662746000000001,0.012153027666666668,0.011934741666666667,198,645.0,545.0
