V,D,M_name,M_weight,ave_time_MP_APST4,std_time_MP_APST4,ave_peakRAM_MP_APST4,std_peakRAM_MP_APST4,ave_time_IT,std_time_IT,ave_peakRAM_IT, std_peakRAM_IT,ave_time_MD_MP_APST4,std_time_MD_MP_APST4,ave_peakRAM_MD_MP_APST4,std_peakRAM_MD_MP_APST4,ave_time_MD_IT,std_time_MD_IT,ave_peakRAM_MD_IT,std_peakRAM_MD_IT
36,5,shift_17,0.009345794392523364,0.3898021221160889,0.0015114110413790719,1752478.4,8828.001631173389,0.04015293121337891,0.0001025181315497753,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_18,0.009345794392523364,0.3935548782348633,0.0016709293957701185,1752456,8807.384174657082,0.026024627685546874,5.061481000272646e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_19,0.009345794392523364,0.4055926322937012,0.032347394607915955,1752473.6,8783.339501579112,0.020313119888305663,0.00010803263844833143,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_20,0.009345794392523364,0.4284989356994629,0.055931213925035285,1742848,44.8998886412873,0.017951345443725585,7.164420779817676e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_21,0.009345794392523364,0.3884326457977295,0.0031313430901903595,1749264,8829.381858318282,0.026031494140625,0.00010080088275798131,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_22,0.009345794392523364,0.39155030250549316,0.004426556571983009,1749241.6,8798.620619165256,0.04279794692993164,0.00013203510268117342,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_23,0.009345794392523364,0.3871403694152832,0.002551388363015033,1749241.6,8798.620619165256,0.02244987487792969,7.70471320023538e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_24,0.009345794392523364,0.4007758617401123,0.03573705926200846,1746044.8,7175.18523802696,0.022765159606933594,8.984490268650694e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_25,0.009345794392523364,0.44529876708984373,0.0537533708691805,1742865.6,53.48644688142969,0.025510597229003906,7.050005535689793e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_26,0.009345794392523364,0.41035146713256837,0.04880091538687443,1749259.2,8782.667658519249,0.02398967742919922,0.00010448080483868317,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_27,0.009345794392523364,0.3905948162078857,0.004776683026729825,1752456,8807.384174657082,0.022736024856567384,7.112917730713599e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_28,0.009345794392523364,0.38851704597473147,0.0018125483337462043,1752456,8807.384174657082,0.038477087020874025,0.00011235393010349872,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_29,0.009345794392523364,0.4230050563812256,0.047792993516379445,1746062.4,7178.807477568959,0.030218791961669923,7.516566850115479e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_30,0.009345794392523364,0.3875185489654541,0.0018211864967521947,1749264,8829.381858318282,0.02176985740661621,8.786340883400129e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_31,0.009345794392523364,0.390156888961792,0.0008421360119812564,1749241.6,8798.620619165256,0.043480730056762694,5.661916708492237e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_32,0.009345794392523364,0.39035663604736326,0.00205439133024497,1749241.6,8798.620619165256,0.03024749755859375,3.550932392843062e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_33,0.009345794392523364,0.4058382987976074,0.033231349074128905,1746044.8,7175.18523802696,0.022614765167236327,6.225496712505721e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_34,0.009345794392523364,0.44399323463439944,0.04861383434214295,1742865.6,53.48644688142969,0.022346878051757814,5.6203001854094315e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_35,0.009345794392523364,0.41036033630371094,0.045775883469037534,1749281.6,8813.428663125378,0.023315858840942384,0.00011383774370578341,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_36,0.009345794392523364,0.3832287311553955,0.003093288767539729,1752456,8807.384174657082,0.022458600997924804,3.4346097574436174e-05,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_37,0.009345794392523364,0.3890853404998779,0.002047491030021313,1752456,8807.384174657082,0.02919483184814453,0.00014717022902150796,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_38,0.009345794392523364,0.42271108627319337,0.04930398797620224,1746062.4,7178.807477568959,0.02253890037536621,0.00011684724053051632,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_39,0.009345794392523364,0.4130229949951172,0.05172173115571801,1746067.2,7225.272534652239,0.030988264083862304,0.00013549260935231345,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_40,0.009345794392523364,0.3898470401763916,0.0028554573811331863,1749241.6,8798.620619165256,0.05504026412963867,0.00022847495819410064,193,0.0,0,0,0,0,0,0,0,0
36,5,shift_41,0.009345794392523364,0.39195756912231444,0.005679262397042066,1749241.6,8798.620619165256,0.024089527130126954,8.767231781161653e-05,193,0.0,0,0,0,0,0,0,0,0
