V,D,M_name,M_weight,phi_ECMP_ASP,phi_MP_APST4,phi_IT,phi_MD_IT,phi_MD_MP_APST4,phi_MP_APST4_uniform,phi_MP_APST4_shift_1,phi_MP_APST4_halfshift
36,5,shift_39,0.009345794392523364,1.1111111111111114,3.9130434782608683,3.33332896232605,3.216076612472534,3.913043478260899,1.1111111111111114,0.8333333333333335,0.8333333333333335
36,5,shift_40,0.009345794392523364,1.25,3.9705882352941178,3.4782607555389404,3.4042553901672363,3.956896551724176,1.25,1.0,1.0
36,5,shift_41,0.009345794392523364,1.4285714285714282,4.015748031496063,3.5754239559173584,3.4224636554718018,4.001743679163002,1.4285714285714282,1.25,1.25
36,5,shift_42,0.009345794392523364,1.6666666666666667,4.0476190476190474,3.5555529594421387,3.3333308696746826,4.047619047619049,1.6666666666666667,1.1111111111111112,1.1111111111111112
36,5,shift_43,0.009345794392523364,1.5789473684210529,4.080000000000001,3.6781575679779053,3.4163665771484375,4.020125786163562,1.4285714285714288,1.0,1.0
36,5,shift_44,0.009345794392523364,1.5,4.078947368421052,3.4909090995788574,3.392226219177246,3.9930034982508875,1.25,0.9090909090909092,0.9090909090909092
36,5,shift_45,0.009345794392523364,1.4285714285714286,3.9662447257383953,3.516486167907715,3.2653093338012695,3.966244725738383,1.1111111111111112,0.8333333333333331,0.8333333333333331
36,5,shift_46,0.009345794392523364,1.7647058823529411,3.9130434782608683,3.4285728931427,3.3684234619140625,3.891444342226321,1.0327455919395556,1.0000000000000002,1.0000000000000002
36,5,shift_47,0.009345794392523364,2.142857142857143,3.8297872340425525,3.5820891857147217,3.3802804946899414,3.819413092550771,0.929705215419491,1.0,1.0
36,5,shift_48,0.009345794392523364,1.6666666666666667,3.7500000000000004,3.4408576488494873,3.3333308696746826,3.749999999999994,0.8333333333333334,0.8333333333333334,0.8333333333333334
36,5,shift_49,0.009345794392523364,1.7142857142857142,3.813559322033898,3.453235149383545,3.368420362472534,3.7858508604206493,0.8798283261802413,1.0,1.0
36,5,shift_50,0.009345794392523364,1.5584415584415585,3.8793103448275863,3.4285764694213867,3.3684260845184326,3.8223938223939067,0.9318181818181454,1.111111111111111,1.111111111111111
36,5,shift_51,0.009345794392523364,1.4285714285714282,3.8596491228070176,3.535914421081543,3.33333683013916,3.859649122806911,0.9692671394799047,1.1111111111111112,1.1111111111111112
36,5,shift_52,0.009345794392523364,1.5789473684210529,3.928571428571429,3.562148332595825,3.356639862060547,3.9053254437869676,1.1263736263736257,1.1111111111111112,1.463414634146341
36,5,shift_53,0.009345794392523364,1.7647058823529411,3.9999999999999982,3.410303831100464,3.3333358764648438,3.9520958083832456,1.2693498452012377,1.0000000000000002,2.142857142857142
36,5,shift_54,0.009345794392523364,1.6666666666666667,3.9999999999999996,3.350782871246338,3.1372525691986084,4.00000000000004,1.3666666666666656,0.8333333333333334,3.9999999999999494
36,5,shift_55,0.009345794392523364,1.7647058823529411,3.999999999999999,3.5424375534057617,3.3449504375457764,3.9520958083832314,1.3531353135313609,0.8333333333333334,1.818181818181819
36,5,shift_56,0.009345794392523364,1.5789473684210529,3.928571428571428,3.478257179260254,3.3802785873413086,3.905325443786939,1.1581920903954708,0.8333333333333335,1.1428571428571432
36,5,shift_57,0.009345794392523364,1.4285714285714282,3.8596491228070176,3.555558204650879,3.33333683013916,3.859649122806936,0.9832134292566077,0.8333333333333331,0.8333333333333331
36,5,shift_58,0.009345794392523364,1.5584415584415585,3.879310344827587,3.4408655166625977,3.4657089710235596,3.82239382239391,0.9276018099547589,0.8333333333333334,0.8333333333333334
36,5,shift_59,0.009345794392523364,1.7142857142857142,3.813559322033898,3.5164825916290283,3.404254198074341,3.785850860420617,0.8779443254818021,0.8333333333333334,0.8333333333333334
36,5,shift_60,0.009345794392523364,1.6666666666666667,3.7500000000000004,3.4408576488494873,3.3333308696746826,3.749999999999969,0.8333333333333334,0.8333333333333334,0.8333333333333334
36,5,shift_61,0.009345794392523364,2.142857142857143,3.8297872340425525,3.490908622741699,3.3684210777282715,3.819413092550821,0.9234234234234066,0.9090909090909092,0.9090909090909092
36,5,shift_62,0.009345794392523364,1.7647058823529411,3.9130434782608687,3.5424375534057617,3.350787401199341,3.8914443422263054,1.0301507537688255,1.0000000000000002,1.0000000000000002
36,5,shift_63,0.009345794392523364,1.4285714285714286,3.9662447257383966,3.516486167907715,3.1683199405670166,3.966244725738404,1.1111111111111112,1.1111111111111112,1.1111111111111112
36,5,shift_64,0.009345794392523364,1.5,4.078947368421054,3.5687732696533203,3.4042553901672363,3.9930034982508795,1.25,1.1111111111111112,1.1111111111111112
36,5,shift_65,0.009345794392523364,1.5789473684210529,4.08,3.555551528930664,3.478257656097412,4.020125786163524,1.4285714285714288,0.8333333333333335,0.8333333333333335
36,5,shift_66,0.009345794392523364,1.6666666666666667,4.0476190476190474,3.5555529594421387,3.3862411975860596,4.047619047619047,1.6666666666666667,0.6666666666666666,0.6666666666666666
36,5,shift_67,0.009345794392523364,1.4285714285714282,4.015748031496063,3.5555593967437744,3.440864324569702,4.001743679163031,1.4285714285714282,0.7142857142857141,0.7142857142857141
36,5,shift_68,0.009345794392523364,1.25,3.970588235294118,3.555555582046509,3.4042553901672363,3.9568965517241415,1.25,0.7142857142857143,0.7142857142857143
36,5,shift_69,0.009345794392523364,1.1111111111111114,3.9130434782608687,3.33332896232605,3.333329200744629,3.913043478260864,1.1111111111111114,0.6666666666666669,0.6666666666666669
36,5,shift_70,0.009345794392523364,1.1111111111111112,3.857142857142857,3.333329439163208,3.2989652156829834,3.8571428571428528,1.0,0.7142857142857143,0.7142857142857143
36,5,shift_71,0.009345794392523364,1.1111111111111112,3.8028169014084505,3.333329200744629,3.137251377105713,3.802816901408449,0.9090909090909091,0.7692307692307692,0.7692307692307692
36,5,shift_72,0.009345794392523364,1.1111111111111114,3.7499999999999982,3.137251138687134,2.9223709106445312,3.7500000000000004,0.8333333333333335,0.8333333333333335,0.8333333333333335
36,5,shift_73,0.009345794392523364,1.176470588235294,3.857142857142856,3.33333158493042,3.062199115753174,3.795180722891566,0.9172259507829792,0.9090909090909091,0.9090909090909091
36,5,shift_74,0.009345794392523364,1.1428571428571426,3.9705882352941178,3.404256820678711,3.168318271636963,3.841463414634146,1.0173697270471511,0.9999999999999999,0.9999999999999999
36,5,shift_75,0.009345794392523364,1.1111111111111114,3.8888888888888866,3.2820472717285156,3.137251377105713,3.8888888888888866,1.1111111111111114,1.1111111111111114,1.1111111111111114
36,5,shift_76,0.009345794392523364,1.25,4.078947368421052,3.3333332538604736,3.3333332538604736,3.8745387453874454,1.25,1.1111111111111112,1.1111111111111112
36,5,shift_77,0.009345794392523364,1.4285714285714282,4.025974025974026,3.4782652854919434,3.333336353302002,3.8602941176470438,1.4285714285714282,1.1111111111111112,1.1111111111111112
36,5,shift_78,0.009345794392523364,1.6666666666666667,3.8461538461538463,3.2820489406585693,3.3333308696746826,3.8461538461538307,1.6666666666666667,1.1111111111111112,1.1111111111111112
36,5,shift_79,0.009345794392523364,1.4285714285714282,3.924050632911392,3.4972727298736572,3.33333683013916,3.839801816680382,1.4285714285714282,1.1111111111111112,1.1111111111111112
