V,D,M_id,phi_ECMP_ASP,phi_IT,phi_MD_IT,phi_diff_IT,time_IT,time_MD_IT,time_diff_IT,attempts_IT,attempts_MD_IT,attempts_diff_IT
36,5,0,0.4973912123162696,1.5673184394836426,1.355288028717041,1.5504862070083618,0.017581471400000003,0.5985285966,0.016275883999999997,654,823,654.0
36,5,1,0.5385888891862161,1.6042886972427368,1.4287981986999512,1.5598005056381226,0.018945369400000002,0.5985285966,0.0174579384,654,823,654.0
36,5,2,0.561509820704726,1.7681621313095093,1.4920434951782227,1.7178608179092407,0.0179717006,0.5985285966,0.024585982200000002,654,823,654.0
36,5,3,0.5679529552797922,1.8092213869094849,1.5777493715286255,1.8092213869094849,0.006902777600000001,0.5985285966,0.004770478000000001,218,823,222.0
36,5,4,0.5817142406153794,1.610770583152771,1.6107704639434814,1.610770583152771,0.0025193826000000003,0.5985285966,0.0008447734,0,823,3.0
36,5,5,0.6294717182325825,1.5863169431686401,1.5863169431686401,1.5863169431686401,0.002435042,0.5985285966,0.0009240768,0,823,5.0
36,5,6,0.6658228767896242,1.6058666706085205,1.4086275100708008,1.6058666706085205,0.002500217,0.5985285966,0.0027794342,0,823,113.0
36,5,7,0.5178608840466283,1.5176887512207031,1.3213518857955933,1.5176887512207031,0.0041537244,0.5985285966,0.0029530048000000002,109,823,110.0
36,5,8,0.44100238955217563,0.9554222822189331,0.9554223418235779,0.9554222822189331,0.0020935958,0.5985285966,0.0007793078000000001,0,823,0.0
36,5,9,0.5310767769057265,1.0784389972686768,1.0784388780593872,1.0784389972686768,0.0022036804,0.5985285966,0.0008555186000000001,0,823,3.0
36,5,10,0.4783567133173569,0.5265896916389465,0.5265896916389465,0.5265896916389465,0.0020201136000000002,0.5985285966,0.0007518380000000001,0,823,0.0
36,5,11,0.44896660467646005,0.4874958097934723,0.4874958395957947,0.4874958097934723,0.0020177156,0.5985285966,0.0007182286,0,823,1.0
36,5,12,0.24924965666791207,0.37912970781326294,0.37912970781326294,0.37912970781326294,0.001984224,0.5985285966,0.0006301402000000001,0,823,0.0
36,5,13,0.21687764993979133,0.21687763929367065,0.21687762439250946,0.21687763929367065,0.001984572,0.5985285966,0.0006148432000000001,0,823,0.0
36,5,14,0.15033023222254208,0.15033024549484253,0.15033024549484253,0.15033024549484253,0.0019896608,0.5985285966,0.0006024954000000001,0,823,0.0
36,5,15,0.2814558068059725,0.2814558148384094,0.2814558148384094,0.2814558148384094,0.001982858,0.5985285966,0.0006438180000000001,0,823,0.0
36,5,16,0.2892342807890973,0.520746648311615,0.520746648311615,0.520746648311615,0.0020050444000000002,0.5985285966,0.0007123858000000001,0,823,1.0
36,5,17,0.5213139653903742,1.0067402124404907,1.0067402124404907,1.0067402124404907,0.0021665186000000003,0.5985285966,0.0009515086000000001,0,823,7.0
36,5,18,0.5919041216130065,1.4246933460235596,1.4246933460235596,1.4246933460235596,0.0023359428,0.5985285966,0.0009472872000000001,0,823,5.0
36,5,19,0.7158753035573316,1.4073692560195923,1.4073692560195923,1.4073692560195923,0.0022573502,0.5985285966,0.000852257,0,823,2.0
36,5,20,0.7589482717060859,2.178605556488037,2.1487629413604736,2.178605556488037,0.0039824398,0.5985285966,0.0034323396000000006,109,823,112.0
36,5,21,0.9150701960287667,2.208996534347534,2.0588278770446777,2.208996534347534,0.0025174066,0.5985285966,0.0012042778,0,823,12.0
36,5,22,0.9565232334994603,2.19905424118042,2.0277671813964844,2.19905424118042,0.0027620512000000002,0.5985285966,0.0014074948,0,823,22.0
36,5,23,0.9107399522512081,2.1342661380767822,2.113107681274414,2.1342661380767822,0.0025972858000000002,0.5985285966,0.0029474796000000004,0,823,112.0
36,5,24,0.967051756586733,2.3909413814544678,2.183516502380371,2.3909413814544678,0.0029685734,0.5985285966,0.0063464331999999995,0,823,231.0
36,5,25,1.0297574552405113,2.0051050186157227,2.0051052570343018,2.0051050186157227,0.0024445480000000004,0.5985285966,0.0009301666,0,823,2.0
36,5,26,1.0576608145688315,1.998096227645874,1.998096227645874,1.998096227645874,0.0024853738,0.5985285966,0.0010070560000000003,0,823,5.0
36,5,27,1.118681197530697,2.0280463695526123,2.0280463695526123,2.0280463695526123,0.0024993792,0.5985285966,0.0011682068,0,823,11.0
36,5,28,0.8220371521772962,1.851597785949707,1.7203632593154907,1.851597785949707,0.0026732636,0.5985285966,0.0034738238000000003,0,823,130.0
36,5,29,0.8669181170730711,1.6636762619018555,1.663676381111145,1.6636762619018555,0.0022873036000000003,0.5985285966,0.0008887938,0,823,0.0
36,5,30,0.760736688713521,1.5934489965438843,1.5934489965438843,1.5934489965438843,0.0022510028,0.5985285966,0.0009417876,0,823,1.0
36,5,31,0.5736892341395949,1.1591479778289795,1.159148097038269,1.1591479778289795,0.0021646010000000004,0.5985285966,0.0008778066000000001,0,823,0.0
36,5,32,0.6442222887740715,0.8899134993553162,0.8899134397506714,0.8899134993553162,0.0021649408,0.5985285966,0.0009074664000000001,0,823,1.0
36,5,33,0.5490149067587515,0.7481013536453247,0.7481014132499695,0.7481013536453247,0.0020871080000000003,0.5985285966,0.0008832454,0,823,0.0
36,5,34,0.5247558930756401,0.5247558951377869,0.5247558951377869,0.5247558951377869,0.001996711,0.5985285966,0.00083452,0,823,0.0
36,5,35,0.42145273166821573,0.42145273089408875,0.42145270109176636,0.42145273089408875,0.0019976662,0.5985285966,0.0007758398000000001,0,823,0.0
36,5,36,0.2636477610032158,0.26364776492118835,0.26364776492118835,0.26364776492118835,0.0019755254000000002,0.5985285966,0.0007884254000000001,0,823,0.0
36,5,37,0.3046029337379869,0.3046029508113861,0.3046029508113861,0.3046029508113861,0.0019650974,0.5985285966,0.000786675,0,823,0.0
36,5,38,0.2781881760327419,0.27818816900253296,0.27818816900253296,0.27818816900253296,0.001995278,0.5985285966,0.000691441,0,823,0.0
36,5,39,0.15412267942185218,0.15412268042564392,0.15412268042564392,0.15412268042564392,0.0019735012,0.5985285966,0.0006676834000000001,0,823,0.0
36,5,40,0.27754562650851267,0.27754566073417664,0.27754563093185425,0.27754566073417664,0.0019675250000000004,0.5985285966,0.0007236842000000001,0,823,0.0
36,5,41,0.29311650515518145,0.5228003263473511,0.5228003263473511,0.5228003263473511,0.0020608296000000003,0.5985285966,0.0008165545999999999,0,823,0.0
36,5,42,0.5678881669600775,1.0487807989120483,1.0487807989120483,1.0487807989120483,0.0021412048,0.5985285966,0.0010132460000000002,0,823,5.0
36,5,43,0.5896183704707092,1.4295276403427124,1.429527759552002,1.4295276403427124,0.002349869,0.5985285966,0.0009620224,0,823,3.0
36,5,44,0.7242288538268776,1.4407445192337036,1.440744400024414,1.4407445192337036,0.002278734,0.5985285966,0.0008948116000000001,0,823,0.0
36,5,45,0.7600892133008922,2.193758726119995,2.1699862480163574,2.193758726119995,0.0025549432,0.5985285966,0.0038338082000000002,0,823,122.0
36,5,46,0.8451655109896925,2.1940553188323975,2.1163876056671143,2.1940553188323975,0.0027243828000000003,0.5985285966,0.0031277112,0,823,115.0
36,5,47,0.9913543771682696,2.0327675342559814,2.0327675342559814,2.0327675342559814,0.0026073442000000002,0.5985285966,0.0009580162000000002,0,823,2.0
36,5,48,0.8312475098635682,2.0900425910949707,2.0900425910949707,2.0900425910949707,0.0023711536,0.5985285966,0.0010947404,0,823,6.0
36,5,49,1.0309329143789752,2.2556347846984863,2.2556347846984863,2.2556347846984863,0.0026589306,0.5985285966,0.0015434796000000001,0,823,22.0
36,5,50,1.053803415764989,1.9480793476104736,1.948079228401184,1.9480793476104736,0.0022796830000000002,0.5985285966,0.0010530282,0,823,5.0
36,5,51,1.1434004275730585,2.191131114959717,2.112807035446167,2.191131114959717,0.0025801404,0.5985285966,0.0057791708,0,823,235.0
36,5,52,0.7977010748445651,1.8481875658035278,1.8481875658035278,1.8481875658035278,0.0022963956,0.5985285966,0.0076160276,0,823,220.0
36,5,53,0.8377838421429501,1.412096381187439,1.4120965003967285,1.412096381187439,0.0021087442,0.5985285966,0.0009408542,0,823,0.0
36,5,54,0.9747628070593554,1.5482395887374878,1.5482395887374878,1.5482395887374878,0.0022332384,0.5985285966,0.0009727434000000002,0,823,1.0
36,5,55,0.8055394074009251,1.7850276231765747,1.7850277423858643,1.7850276231765747,0.0024705070000000003,0.5985285966,0.0035271670000000003,0,823,113.0
36,5,56,0.6647399222401683,1.4211013317108154,1.4211012125015259,1.4211013317108154,0.002201998,0.5985285966,0.0009207622000000001,0,823,0.0
36,5,57,0.758498141989911,1.0403906106948853,1.0403906106948853,1.0403906106948853,0.0021171214,0.5985285966,0.0009360598,0,823,0.0
36,5,58,0.550213277457048,0.7832763195037842,0.7832762598991394,0.7832763195037842,0.0020550996,0.5985285966,0.0009233508000000001,0,823,0.0
36,5,59,0.5648092542899802,0.64542555809021,0.64542555809021,0.64542555809021,0.002311575,0.5985285966,0.000895012,0,823,0.0
36,5,60,0.28382126917667216,0.2838212847709656,0.2838212847709656,0.2838212847709656,0.0021187974,0.5985285966,0.0008425576000000001,0,823,0.0
36,5,61,0.2842396255458173,0.28423961997032166,0.28423961997032166,0.28423961997032166,0.0019887494000000003,0.5985285966,0.0008680460000000001,0,823,0.0
36,5,62,0.23148851162335532,0.23148851096630096,0.23148851096630096,0.23148851096630096,0.0020100154,0.5985285966,0.0008271926,0,823,0.0
36,5,63,0.1235405888524177,0.12354058027267456,0.12354058027267456,0.12354058027267456,0.0020213256000000002,0.5985285966,0.0006881628,0,823,0.0
36,5,64,0.1574663253990438,0.157466322183609,0.157466322183609,0.157466322183609,0.0019814186,0.5985285966,0.0007414798000000001,0,823,0.0
36,5,65,0.308766493782596,0.4298876225948334,0.42988765239715576,0.4298876225948334,0.0019886422,0.5985285966,0.0008568590000000001,0,823,0.0
36,5,66,0.3840749024134936,0.6712773442268372,0.6712773442268372,0.6712773442268372,0.0020884014000000003,0.5985285966,0.0009454934,0,823,1.0
36,5,67,0.4949870401766446,1.2320761680603027,1.2320760488510132,1.2320761680603027,0.0021858372,0.5985285966,0.001052805,0,823,4.0
36,5,68,0.6332737241362656,1.3639487028121948,1.3639485836029053,1.3639487028121948,0.0022507844,0.5985285966,0.0029811956,0,823,110.0
36,5,69,0.7739063772489799,1.7103222608566284,1.7103221416473389,1.7103222608566284,0.0023508988,0.5985285966,0.0009554998,0,823,1.0
36,5,70,0.8100309888079679,1.8912346363067627,1.8912346363067627,1.8912346363067627,0.0026211290000000003,0.5985285966,0.0010066932,0,823,3.0
36,5,71,0.9303712087790915,2.254690408706665,2.254690408706665,2.254690408706665,0.0027081198000000004,0.5985285966,0.0060705294,0,823,222.0
36,5,72,0.9490459953671582,1.9842520952224731,1.9842519760131836,1.9842520952224731,0.0023965338,0.5985285966,0.0010201252,0,823,3.0
36,5,73,0.760041596976527,2.53183913230896,2.139636993408203,2.53183913230896,0.0041914908,0.5985285966,0.013577076599999998,109,823,394.0
36,5,74,0.8700035186346318,2.0957484245300293,1.9945704936981201,2.0957484245300293,0.0028196314,0.5985285966,0.001225836,0,823,7.0
36,5,75,1.1502758745720594,2.288301944732666,2.1347427368164062,2.288301944732666,0.0044185598,0.5985285966,0.0015152798000000003,109,823,18.0
36,5,76,1.1918613070722015,2.3425774574279785,2.2650258541107178,2.3425774574279785,0.002708031,0.5985285966,0.0013786570000000001,0,823,14.0
36,5,77,0.9393867322882025,2.495837688446045,1.982767939567566,2.495837688446045,0.005748687000000001,0.5985285966,0.008494375200000001,218,823,343.0
36,5,78,0.8394207167152322,2.001981258392334,1.9442392587661743,2.001981258392334,0.0024518024,0.5985285966,0.0010474874000000003,0,823,2.0
36,5,79,0.6965231032949407,1.9561587572097778,1.9020799398422241,1.9561587572097778,0.0024747230000000003,0.5985285966,0.0016177582,0,823,19.0
36,5,80,0.6238410556917557,1.2775957584381104,1.2775958776474,1.2775957584381104,0.0021183246,0.5985285966,0.0009913858,0,823,0.0
36,5,81,0.7307836828972415,1.1810612678527832,1.1810611486434937,1.1810612678527832,0.0020754068,0.5985285966,0.0009888446,0,823,0.0
36,5,82,0.8384404232415791,1.0781135559082031,1.0781135559082031,1.0781135559082031,0.002096311,0.5985285966,0.0009985530000000001,0,823,0.0
36,5,83,0.6528007401829107,0.6528007388114929,0.6528007984161377,0.6528007388114929,0.0019972532,0.5985285966,0.0009849784,0,823,0.0
36,5,84,0.3181126307097481,0.31811264157295227,0.31811264157295227,0.31811264157295227,0.0019698800000000002,0.5985285966,0.0009585450000000001,0,823,0.0
36,5,85,0.24172358612771844,0.24172358214855194,0.24172358214855194,0.24172358214855194,0.0019875136,0.5985285966,0.0009097688,0,823,0.0
36,5,86,0.24959719733966437,0.2495971918106079,0.2495971918106079,0.2495971918106079,0.0019635868,0.5985285966,0.0009007242000000001,0,823,0.0
36,5,87,0.3702860419618161,0.3702860176563263,0.3702860176563263,0.3702860176563263,0.0019653824,0.5985285966,0.0008331092,0,823,0.0
36,5,88,0.12610704346902143,0.12610703706741333,0.12610703706741333,0.12610703706741333,0.0020515902,0.5985285966,0.0007517344,0,823,0.0
36,5,89,0.19381004126360793,0.19381003081798553,0.19381003081798553,0.19381003081798553,0.002074204,0.5985285966,0.0007870844,0,823,0.0
36,5,90,0.28164280199556785,0.41132083535194397,0.41132083535194397,0.41132083535194397,0.0019928890000000003,0.5985285966,0.0009392648000000001,0,823,0.0
36,5,91,0.47042150139161937,0.771750271320343,0.771750271320343,0.771750271320343,0.0020896008000000003,0.5985285966,0.0009969422,0,823,0.0
36,5,92,0.5703162044260758,1.299646019935608,1.299646019935608,1.299646019935608,0.0022790218000000003,0.5985285966,0.0010272638,0,823,1.0
