V,D,M_id,phi_ECMP_ASP,phi_IT,phi_MD_IT,phi_diff_IT,time_IT,time_MD_IT,time_diff_IT,attempts_IT,attempts_MD_IT,attempts_diff_IT
36,5,0,0.557245129014169,1.8297691345214844,1.3261892795562744,1.847529649734497,0.01543095,0.095947355,0.017129318400000003,654,658,654.0
36,5,1,0.49744955437921745,1.7276191711425781,1.2370785474777222,1.6595258712768555,0.0151318922,0.095947355,0.0170597724,545,658,654.0
36,5,2,0.45468715052793235,1.026623010635376,1.026623010635376,1.026623010635376,0.0017178818000000002,0.095947355,0.0008948172000000001,0,658,3.0
36,5,3,0.27226999065935137,0.27226996421813965,0.27226999402046204,0.27226996421813965,0.0015574306,0.095947355,0.0006694012,0,658,0.0
36,5,4,0.5918337922922267,1.5961588621139526,1.5961588621139526,1.5961588621139526,0.0018489386,0.095947355,0.0011756744,0,658,13.0
36,5,5,1.0216900734192729,2.9891910552978516,2.5826473236083984,2.9891910552978516,0.0050562048,0.095947355,0.009849592800000001,109,658,354.0
36,5,6,1.318846200701608,2.6945204734802246,2.534074306488037,2.6945204734802246,0.0027191282,0.095947355,0.006990748200000001,0,658,223.0
36,5,7,0.852368807805241,2.1060850620269775,2.1060853004455566,2.1060850620269775,0.0020158852000000003,0.095947355,0.001356463,0,658,15.0
36,5,8,0.5402964425902071,1.1054909229278564,1.1054909229278564,1.1054909229278564,0.0016752128000000002,0.095947355,0.0009238378,0,658,0.0
36,5,9,0.4203159981116795,0.42031601071357727,0.4203159809112549,0.42031601071357727,0.0015542968000000002,0.095947355,0.0008328956,0,658,0.0
36,5,10,0.5860479389282955,1.1088355779647827,1.1088356971740723,1.1088355779647827,0.0017022148000000001,0.095947355,0.0009258444000000001,0,658,0.0
36,5,11,0.9035831875467338,2.8017444610595703,2.5057051181793213,2.8017444610595703,0.0040681376000000005,0.095947355,0.007253598600000001,109,658,265.0
36,5,12,1.3483135025652737,3.123626708984375,2.5524539947509766,3.0046868324279785,0.023024103,0.095947355,0.0290532742,654,658,654.0
36,5,13,0.8495297578727092,2.6164305210113525,2.2528250217437744,2.5943305492401123,0.0061615856,0.095947355,0.019633248400000004,218,658,654.0
36,5,14,0.5545227814393938,1.5153192281723022,1.5153192281723022,1.5153192281723022,0.0017777106,0.095947355,0.0032870564000000006,0,658,110.0
36,5,15,0.37936366259151066,0.37936368584632874,0.37936368584632874,0.37936368584632874,0.0015555606,0.095947355,0.0009412724000000001,0,658,0.0
36,5,16,0.5550866595233933,0.8496044874191284,0.8496044874191284,0.8496044874191284,0.0016433358000000002,0.095947355,0.0010252222000000002,0,658,0.0
36,5,17,0.8695323258541579,2.3373687267303467,2.336487054824829,2.3373687267303467,0.0022239452000000002,0.095947355,0.0011830311999999998,0,658,5.0
36,5,18,1.2538680191814477,3.049720525741577,2.5050570964813232,2.9510698318481445,0.021033513200000003,0.095947355,0.022035818000000002,654,658,654.0
36,5,19,0.9468380702225374,2.5258700847625732,2.270202159881592,2.5258700847625732,0.0039593194,0.095947355,0.001336787,109,658,9.0
36,5,20,0.6131688055201698,1.82382071018219,1.8086556196212769,1.82382071018219,0.0020910318,0.095947355,0.0012044066,0,658,5.0
36,5,21,0.4843438659914501,0.48434391617774963,0.48434391617774963,0.48434391617774963,0.0016147578000000001,0.095947355,0.0009966334,0,658,0.0
36,5,22,0.4558346198300191,0.573779821395874,0.573779821395874,0.573779821395874,0.0016226032,0.095947355,0.0010526009999999998,0,658,0.0
36,5,23,0.8107863454941063,2.4233453273773193,2.4094414710998535,2.4233453273773193,0.0034800176000000004,0.095947355,0.0016003495999999998,109,658,19.0
36,5,24,1.1778998561981224,2.8901145458221436,2.6353044509887695,2.8901145458221436,0.004285633400000001,0.095947355,0.008092165799999999,109,658,263.0
