V,D,perturbation_rate,repetition_id,MD_MP_phis_training,Nexullance_MP_APST_original_phis,ECMP_ASP_phis
36,5,0.4,8,7.134836424884609,6.69954192017206,4.928547415263825
36,5,0.4,9,7.130753235732822,6.621384240186931,4.932374597794371
36,5,0.5,0,7.106817118261358,6.333167844663681,4.867066399438448
36,5,0.5,1,7.117090128217223,6.655464646493935,4.963931362779179
36,5,0.5,2,7.085952556251581,6.420341759009638,4.868924117835721
36,5,0.5,3,7.117408973168381,6.508195972249177,4.845799108054332
36,5,0.5,4,7.143116436295663,6.4054229360284305,4.815774775062847
36,5,0.5,5,7.111013924341201,6.472713015701786,4.815914711781861
36,5,0.5,6,7.114933597901807,6.5062112437281465,4.839921557822136
36,5,0.5,7,7.125249771252317,6.462706866158749,4.916572170368607
36,5,0.5,8,7.118679826114914,6.471953543116551,4.917775890171085
36,5,0.5,9,7.121317607004,6.430173016606914,4.9779576133755095
36,5,0.6,0,7.116445017966004,6.519506477359858,4.840786411186815
36,5,0.6,1,7.108891762287106,6.24551522973219,4.873581724102305
36,5,0.6,2,7.102487582539804,6.295019931977892,4.6497521611698875
36,5,0.6,3,7.10515899254915,6.30525834506354,4.629652491862802
36,5,0.6,4,7.095731135410795,6.293379678257004,4.822547688842515
36,5,0.6,5,7.105398901116017,6.3841527484185825,4.885831298410296
36,5,0.6,6,7.106079789616126,6.367656372463275,4.852559810580235
36,5,0.6,7,7.135951246128696,6.02757590289837,4.6500080311744085
36,5,0.6,8,7.110756678152651,6.523583423123607,4.745131598542795
36,5,0.6,9,7.0923779710645025,6.419855471357477,4.805201672401445
36,5,0.7,0,7.077913467985167,6.3623453828670735,4.74075400417606
36,5,0.7,1,7.116734025465984,6.382156348178249,4.824674140318414
36,5,0.7,2,7.085175960843917,6.351949996398104,4.853029378598147
36,5,0.7,3,7.022691362202456,6.2223391646481545,4.7551187184901735
36,5,0.7,4,7.099430893517713,6.308738479173043,4.70431357503712
36,5,0.7,5,7.114194528563302,6.178722086417145,4.797534596595977
36,5,0.7,6,7.081704614558549,6.227757695379283,4.790284157035377
36,5,0.7,7,7.112109802104207,6.109246240139853,4.768848785864314
36,5,0.7,8,7.067816490368743,6.168622476681351,4.772476172416699
36,5,0.7,9,7.070155059410125,6.368022189455204,4.771844696000524
36,5,0.8,0,7.070328227352838,6.356819888466803,4.6931582329486465
36,5,0.8,1,7.06951041901529,6.271998526743716,4.881335246478727
36,5,0.8,2,7.058718916063871,6.349173424688041,4.863870859682546
36,5,0.8,3,7.071586257011043,6.18749359144726,4.770977792250947
36,5,0.8,4,7.081630118669928,6.323923321200884,4.859734750330835
36,5,0.8,5,7.0604140559199084,6.213951471315572,4.75632518598049
36,5,0.8,6,7.097426716249418,6.38188146713775,4.786252692512848
36,5,0.8,7,7.107518457610708,6.202911356716226,4.858377307630282
36,5,0.8,8,7.07324014946242,6.244875533889907,4.819071522254929
36,5,0.8,9,7.047120723818178,6.285690448944631,4.802136941753345
36,5,0.9,0,7.064126115450529,6.210826810560915,4.756153024453118
36,5,0.9,1,7.05955684418394,6.210212916468993,4.447745984727936
36,5,0.9,2,7.077339884321686,6.082912382485417,4.717948366367433
36,5,0.9,3,7.045032027961981,6.023592460913058,4.684996199064285
36,5,0.9,4,7.046410452093965,6.27905448161979,4.624468383877544
36,5,0.9,5,7.067927430070654,6.266986177203474,4.729290220344916
36,5,0.9,6,7.09835502776981,6.356948036315528,4.673994575204456
36,5,0.9,7,7.069733071916092,6.064687034992831,4.55120952125045
36,5,0.9,8,7.003445398515264,6.246342864405665,4.63620755123134
36,5,0.9,9,7.030826426113119,6.162862347070038,4.722978130051538
36,5,1.0,0,7.030770006262906,6.132540905907495,4.691677954859958
36,5,1.0,1,6.998354284861678,6.188751937399364,4.49665402824629
36,5,1.0,2,6.988984971881748,6.153453913476096,4.729459546192857
36,5,1.0,3,7.063762155356869,6.338827602336864,4.764582427405554
36,5,1.0,4,7.072418002212742,6.216341541247873,4.657668870470247
36,5,1.0,5,7.055562486105843,6.282818124011902,4.613490554516215
36,5,1.0,6,7.046043531921284,6.0228029790072934,4.535503092342387
36,5,1.0,7,7.020828022947029,6.037662382049014,4.675530289403811
36,5,1.0,8,7.009379531615736,6.048504952621673,4.716342993972511
36,5,1.0,9,7.091930947961985,6.248623804521253,4.740792171662635
36,5,0.0,0,7.178857797414499,7.178857797414438,5.150421179302047
